Seccion Nro,Seccion Nombre,Circuito Nro,Circuito Nombre,Escuela,Mesas,Desde,Hasta,Electores
1,CAPITAL,1,SECCIONAL PRIMERA,CENTRO EDUC.NIVEL MEDIO ADULTO - DEAN FUNES 417,7,1,7,2408
1,CAPITAL,1,SECCIONAL PRIMERA,ESC NUESTRA SEÑORA DEL HUERTO - BELGRANO 269,12,8,19,4119
1,CAPITAL,1,SECCIONAL PRIMERA,COL NAC DE MONSERRAT - OBISPO TREJO 294,17,20,36,5831
1,CAPITAL,1,SECCIONAL PRIMERA,ESC SANTA TERESA DE JESUS - OBISPO TREJO Y SANABRIA 160,10,37,46,3430
1,CAPITAL,2,SECCIONAL SEGUNDA,ESC JUAN BAUTISTA ALBERDI - GRAL PAZ 486,17,47,63,5693
1,CAPITAL,3,SECCIONAL TERCERA,ESC JERONIMO LUIS DE CABRERA - SANTA ROSA 650,14,64,77,4830
1,CAPITAL,3,SECCIONAL TERCERA,IPEM N° 270 GRAL M BELGRANO - DEAN FUNES 850,10,78,87,3450
1,CAPITAL,3,SECCIONAL TERCERA,ESC SANTO TOMAS - CASEROS 745,8,88,95,2756
1,CAPITAL,3,SECCIONAL TERCERA,ESC NORMAL ALEJANDRO CARBO - AV COLON 951,13,96,108,4472
1,CAPITAL,3,SECCIONAL TERCERA,ESC MARIANO MORENO - SANTA ROSA ESQ SANTA FE,13,109,121,4472
1,CAPITAL,4,NUEVA CORDOBA,ENET N° 3 LEOPOLDO LUGONES - ITUZAINGO 483,12,122,133,4128
1,CAPITAL,4,NUEVA CORDOBA,COL NACIONAL DEAN FUNES - PERU 10,20,134,153,6880
1,CAPITAL,4,NUEVA CORDOBA,ESC GDOR ALVAREZ - C ARENAL 699 B°R MARTINEZ,11,154,164,3784
1,CAPITAL,4,NUEVA CORDOBA,FAC DE CIENCIAS ECONOMICAS - AV VALPARAISO CDAD UNIVERSITARIA,16,165,180,5495
1,CAPITAL,4A,PUEBLO LAS FLORES,ESC ERNESTO BANCALARI - MONTERROSO 4597 B° ARTIGAS,7,181,187,2373
1,CAPITAL,4A,PUEBLO LAS FLORES,ESC ALMAFUERTE - CHANETON 390 B° SAN FERNANDO,7,188,194,2373
1,CAPITAL,4A,PUEBLO LAS FLORES,ESC COM R ECHEGOYEN - J I DIAZ 200 B° EJERCITO ARGENTINO,8,195,202,2708
1,CAPITAL,4A,PUEBLO LAS FLORES,ESC SAN FRANCISCO DE ASIS - GUARDADO 184 B°LAS FLORES,29,203,231,9802
1,CAPITAL,4B,VILLA REVOL,INST EDUC NTRA SEÑORA - INCA MANCO 3450 - B°JARDIN ESPINOSA,22,232,253,7464
1,CAPITAL,4B,VILLA REVOL,ESC ING MASJOAN - P.L.DE CABRERA ESQ.TANTI B°V. REVOL,10,254,263,3390
1,CAPITAL,4B,VILLA REVOL,COL NICOLAS BERROTARAN - ELIAS YOFRE 1095 - B° JARDIN,14,264,277,4746
1,CAPITAL,4C,INAUDI,ESC L SUAREZ DE FIGUEROA - DEFENSA S/N° LA HUERTILLA,6,278,283,1986
1,CAPITAL,4C,INAUDI,ESC SAN JOSE DE CALASANZ - PIZARRO ESQ. NIVOLI,7,284,290,2314
1,CAPITAL,4D,VILLA EUCARISTICA,COL VILLA EUCARISTICA - CNO A SAN CARLOS KM.5 1/2,6,291,296,1942
1,CAPITAL,4E,NUESTRO HOGAR III,ESC.SABIN - DDE.CMO.S.ANTONIO KM 7 1/2.1KM.AL O.,7,297,303,2135
1,CAPITAL,4F,CIUDAD OBISPO ANGELELLI,NSC.OSCAR RAUL MALVASIO - MANZANA 49 B° C.OBISPO ANGELELLI,7,304,310,2325
1,CAPITAL,5,ALTAMIRA,ESC ESPAÑA - M BRAVO Y ENTRE RIOS,16,311,326,5472
1,CAPITAL,5,ALTAMIRA,ESC GRECIA - PEDERNERA 952 B°SAN VICENTE,10,327,336,3420
1,CAPITAL,5,ALTAMIRA,ESC PANAMERICANA - SOTO 919 - B°ACOSTA,9,337,345,3078
1,CAPITAL,5,ALTAMIRA,ESC ESTANISLAO DEL CAMPO - ESTADOS UNIDOS Y RIO 1° B°ALTAMIRA,5,346,350,1706
1,CAPITAL,5A,COLONIA LOLA,ESC MUNICIPAL A GASTALDI - S JERONIMO 5500/ALMAGRO COL LOLA,6,351,356,1944
1,CAPITAL,5A,COLONIA LOLA,ELENA LOPEZ LALLANA - AGUSTIN GARZON 5.600,10,357,366,3234
1,CAPITAL,5B,DEAN FUNES,ESC 9 DE JULIO - JOSE A CABRERA 4717 B°DEAN FUNES,6,367,372,1892
1,CAPITAL,5C,EMPALME,ESC PROVINCIA DE LA RIOJA - JUNIN 3480 B°EMPALME,12,373,384,4080
1,CAPITAL,5C,EMPALME,ESC VICTOR MERCANTE - CAUCETE 4008 B°EMPALME,11,385,395,3740
1,CAPITAL,5C,EMPALME,ESC JUAN M DE PUEYRREDON - ANCASTI 4555 B°EMPALME,7,396,402,2380
1,CAPITAL,5C,EMPALME,INST SEC EMPALME GONZALEZ LACA - LAS ARRIAS 4043 B°EMPALME,5,403,407,1700
1,CAPITAL,5C,EMPALME,FRAY JUSTO STA MARÍA DE ORO - CALLAO 2.320,12,408,419,4075
1,CAPITAL,5C,EMPALME,ELENA LOPEZ LALLANA - AGUSTÍN GARZON 5.636,5,420,424,1695
1,CAPITAL,5D,MALDONADO,ESC CANONIGO PIÑERO - CAMPO LA RIBERA,6,425,430,2010
1,CAPITAL,5D,MALDONADO,ESC MARTIN DE GÜEMES - OBPO CASTELLANOS 256 B°MÜLLER,9,431,439,3015
1,CAPITAL,5D,MALDONADO,BAC TEC DR F ESCARDO - CAMPO LA RIBERA,9,440,448,3006
1,CAPITAL,5D,MALDONADO,IPEM 184-M.FRAGUEIRO - OB.CASTELLANO 955.S.VICENTE,8,449,456,2672
1,CAPITAL,5E,VILLA BUSTOS,ESC TTE GRAL P RICCHIERI - BENJAMIN VIEL 2387 - B°V BUSTOS,12,457,468,4055
1,CAPITAL,5F,RENACIMIENTO,ESC M COOPERATIVISMO ARGENTINO - M BRAVO Y PJE.MATHEUB° RENACIMIENTO,13,469,481,4482
1,CAPITAL,5G,SAN VICENTE,ESC SANTA MARGARITA DE CORTONA - LOPEZ Y PLANES 2936 B°SAN VICENTE,10,482,491,3450
1,CAPITAL,5G,SAN VICENTE,ESC DGO F SARMIENTO - LOPEZ Y PLANES 2253 B°SAN VICENTE,14,492,505,4830
1,CAPITAL,5G,SAN VICENTE,ESC PTE RIVADAVIA - AGUSTIN GARZON 1563 B°SAN VICENTE,12,506,517,4139
1,CAPITAL,5G,SAN VICENTE,ESC MARIA IGNACIA NAVARRO DE L - CORRIENTES 2006 B°SAN VICENTE,10,518,527,3440
1,CAPITAL,5H,VILLA BOEDO,ESC. MADRE MARIA DEL TRANSITO - MANZANA 7. B° VILLA BOEDO,6,528,533,1742
1,CAPITAL,5I,COLINAS DEL SUR,ESCUELA HEROES DE MALVINAS - CALLE PUBLICA S/N (CNO VILLA POSSE),8,534,541,2720
1,CAPITAL,5I,COLINAS DEL SUR,ESC.PTE. JUAN D.PERÓN - MANZANA 47.B° CIUDAD EVITA,6,542,547,2036
1,CAPITAL,6,ALTO GRAL PAZ,ESC TENIENTE GRAL ARAMBURU - GARIBALDI 710 B°ALTO GRAL PAZ,9,548,556,2988
1,CAPITAL,6,ALTO GRAL PAZ,COL   SAN RAMON NONATO - AVDA   PATRIA 282 B°ALTO GRAL PAZ,7,557,563,2317
1,CAPITAL,6A,BAJADA DE PIEDRA,ESC MUNICIPAL DR   A SOBRAL - PUBLICA S/N° B°SANGRE Y SOL,1,564,564,340
1,CAPITAL,6B,CHACRA DE LA MERCED,ESC VAN GELDEREN - CNO CHACRA DE LA MERCED KM 6 1/2,1,565,565,244
1,CAPITAL,6C,GRAL PAZ,ESC RAMON J CARCANO - VIAMONTE 446 B°GRAL.PAZ,11,566,576,3707
1,CAPITAL,6C,GRAL PAZ,ESC NORMAL GARZON AGULLA - VIAMONTE 150 B°GRAL PAZ,14,577,590,4718
1,CAPITAL,6C,GRAL PAZ,IPET N°10 COM MARTIN RIVADAVIA - 25 DE MAYO Y ROMA B°GRAL PAZ,10,591,600,3367
1,CAPITAL,6D,JUNIORS,ESC GABRIELA MISTRAL - LEONOR DE TEJEDA B°JUNIORS 1.353,10,601,610,3358
1,CAPITAL,6D,JUNIORS,ESC BRIGADIER C SAAVEDRA - ARENALES Y LA PLATA B°JUNIORS,11,611,621,3685
1,CAPITAL,6E,LA FLORESTA SUD,ESC TRANSITO CACERES DE ALLEND - CNO CHACRA DE LA MERCED KM 9 Y 1/2,7,622,628,2121
1,CAPITAL,6F,YAPEYU,ESC R GÜIRALDES - 24 DE SETIEMBRE 2400 B°YAPEYU,12,629,640,4128
1,CAPITAL,6F,YAPEYU,ESC GDOR AMADEO SABATTINI - GERMANIA 2500 B°YAPEYU,11,641,651,3774
1,CAPITAL,7,AEROPUERTO,ESC JORGE NEWBERY (CIRC 7F) - MATIENZO 5.895,1,652,652,150
1,CAPITAL,7A,GUIÑAZU,IPEM N° 22 JUAN FILLOY - CALLE DE LA CUECA,6,653,658,1992
1,CAPITAL,7A,GUIÑAZU,ESC UNESCO - JUAN B JUSTO/AV N SRA D LOS MILAGROS,14,659,672,4646
1,CAPITAL,7B,ALTA CORDOBA,ESC MANUEL LUCERO - MANUEL LUCERO 560 B°ALTA CORDOBA,19,673,691,6527
1,CAPITAL,7B,ALTA CORDOBA,ESC PCIA DE ENTRE RIOS - TRAFALGAR 875 B°ALTA CORDOBA,11,692,702,3773
1,CAPITAL,7B,ALTA CORDOBA,INST CORAZON DE MARIA - A DEL VISO 445 B°ALTA CORDOBA,14,703,716,4802
1,CAPITAL,7B,ALTA CORDOBA,INST NUESTRA MADRE DE LA MERCE - M FRAGUEIRO B°ALTA CORDOBA 2.400,13,717,729,4459
1,CAPITAL,7B,ALTA CORDOBA,INST MANUEL LUCERO - LAVALLEJA 2257 B°ALTA CORDOBA,9,730,738,3087
1,CAPITAL,7C,CNO. A PAJAS BLANCAS,ESC J NEWBERY - MATIENZO 5895 B°J NEWBERY,1,739,739,11
1,CAPITAL,7D,COFICO,ESC PTE SARMIENTO - R SAENZ PEÑA 1212 B°COFICO,11,740,750,3729
1,CAPITAL,7D,COFICO,ESC PCIA DE FORMOSA - RODRIGUEZ PEÑA 1548 B°COFICO,7,751,757,2370
1,CAPITAL,7D,COFICO,ESC. GARCIA FAURE - JERONIMO LUIS DE CABRERA 834,9,758,766,3042
1,CAPITAL,7E,MARQUES DE SOBREMONTE,ESC HONORATO LACONI - T DE IROBI B°M DE SOBREMONTE,14,767,780,4816
1,CAPITAL,7E,MARQUES DE SOBREMONTE,ESC PETER PAN - P DE GUZMAN 131 B°M DE SOBREMONTE,14,781,794,4816
1,CAPITAL,7E,MARQUES DE SOBREMONTE,J DE INF B.RIVADAVIA - NUFLO DE AGUILAR 541,3,795,797,1032
1,CAPITAL,7E,MARQUES DE SOBREMONTE,JOSE LUIS SERCIC - PEREZ CORREA 1500 M DE SOBREMONTE,8,798,805,2746
1,CAPITAL,7E,MARQUES DE SOBREMONTE,IPEM 338 - FRANCISCO SUAREZ 3.760,8,806,813,2744
1,CAPITAL,7F,JORGE NEWBERY,ESC JORGE NEWBERY - BENJAMIN MATIENZO Bº NEWBERY 5.895,10,814,823,3440
1,CAPITAL,7F,JORGE NEWBERY,ESC NACIONES UNIDAS - CTDA   8 S/N°B°R DE ESCALADA,9,824,832,3092
1,CAPITAL,7F,JORGE NEWBERY,IPEM 121 PAEZ MOLINA - ORIGONE ESQ CAROLA LORENZINI,5,833,837,1715
1,CAPITAL,7G,PANAMERICANO,ESC GOBERNADOR MANUEL LOPEZ - URQUIZA 4.800,7,838,844,2394
1,CAPITAL,7G,PANAMERICANO,ESC ARTURO CAPDEVILA - AVELLANEDA 4100 B°MFRAGUEIRO,12,845,856,4104
1,CAPITAL,7G,PANAMERICANO,ESC FRANCISCO VIDAL - FRAGUEIRO   (MANZANA "C") 4.200,12,857,868,4097
1,CAPITAL,7G,PANAMERICANO,IPEM 199 "JUAN EMILIO REMONDA" - SOSA REVELLO Y 15 DE SEPTIEMBRE 590,5,869,873,1705
1,CAPITAL,8,LA FLORESTA NORTE,ESC RABINDRANAT TAGORE - OCARINA 1613 - B° V CLAUDINA,3,874,876,702
1,CAPITAL,8A,PALMAR,ESC EMILIO E SANCHEZ - ANTONIO MACHONI 1.700,12,877,888,3931
1,CAPITAL,8B,PUEYRREDON,ESC FRAY J A DE SAN ALBERTO - ESQUIU 1340 B°PUEYRREDON,7,889,895,2408
1,CAPITAL,8B,PUEYRREDON,INST OBISPO CAIXAL - ANA M JANER 1250 B°PUEYRREDON,8,896,903,2752
1,CAPITAL,8B,PUEYRREDON,ESC DEAN FUNES - ANA M JANER 1551 B°PUEYRREDON,10,904,913,3439
1,CAPITAL,8B,PUEYRREDON,INST SAGRADO CORAZON - ROMA 1153 B°PUEYRREDON,10,914,923,3430
1,CAPITAL,8B,PUEYRREDON,ESC ROBLES - PADRE LUIS MONTI 1850 B°PUEYRREDON,12,924,935,4116
1,CAPITAL,8B,PUEYRREDON,INST SAGRADA FAMILIA - BUCHARDO 1729 B° PUEYRREDON,10,936,945,3430
1,CAPITAL,8C,VILLA LOS PINOS,ESC TRINIDAD MORENO - E SAN MARTIN 1251 B°YOFRE SUD,12,946,957,4044
1,CAPITAL,8C,VILLA LOS PINOS,ESC ALMIRANTE BROWN - SAN MARTIN S/N° B° YOFRE SUD,13,958,970,4373
1,CAPITAL,9,ESCOBAR,ESC PROVINCIA DE CORRIENTES - DOMINGO ZIPOLI 1358 B°ESCOBAR,8,971,978,2613
1,CAPITAL,9,ESCOBAR,INST ESCUTI - NAZARET 3399 - B° LAS ROSAS,10,979,988,3260
1,CAPITAL,9A,LA FRANCE,ESC MAHATMA GANDHI - TALAVERA DE MADRID 3261 B°LA FRANCE,7,989,995,2310
1,CAPITAL,9A,LA FRANCE,COL PQUIAL C NAMUNCURA - DIAGUITAS 3.314,8,996,1003,2632
1,CAPITAL,9B,LAS MARGARITAS,ESC RICARDO ROJAS - J.LOPEZ 2050 B°ALTOS DE V CABRERA,8,1004,1011,2656
1,CAPITAL,9B,LAS MARGARITAS,ESC CONGRESO DE TUCUMAN - MALVINO 2772 B°LAS MARGARITAS,6,1012,1017,1992
1,CAPITAL,9B,LAS MARGARITAS,ESC MIGUEL RODRIGUEZ DE LA TOR - LA GRANJA 3199 B°ALTO VERDE,10,1018,1027,3320
1,CAPITAL,9C,LOS PARAISOS,ESC DE COMERCIO J J PASO - PLATON 3030 B°LOS PARAISOS,10,1028,1037,3402
1,CAPITAL,9C,LOS PARAISOS,COLEGIO FERMIN LAFITTE - FCO VALLE 2443 B°LOS PARAISOS,10,1038,1047,3400
1,CAPITAL,9C,LOS PARAISOS,ESC JUVENILIA - ZARATE 2083 - B° ZUMARAN,7,1048,1054,2380
1,CAPITAL,9C,LOS PARAISOS,ESC PCIA DE MISIONES - FIRPO 2254 B° ZUMARAN,14,1055,1068,4760
1,CAPITAL,9D,POETA LUGONES,COL EL SALVADOR - RAUL CASARIEGO 4479 B°P LUGONES,8,1069,1076,2697
1,CAPITAL,9D,POETA LUGONES,ESC LEOPOLDO LUGONES - LESPADA Y GALVEZ B°POETA LUGONES,10,1077,1086,3370
1,CAPITAL,9D,POETA LUGONES,IPEM 198 MARTIN FERREYRA - CAMAÑO BAZAN E/CARLES Y A.GRIMAU,9,1087,1095,3033
1,CAPITAL,9E,PROVIDENCIA,ESC PTE HIPOLITO YRIGOYEN - CASTRO BARROS 802 B°SAN MARTIN,15,1096,1110,4903
1,CAPITAL,9F,SAN MARTIN,ESC ANTONIO DEL VISO - SAAVEDRA 619 B°SAN MARTIN,13,1111,1123,4407
1,CAPITAL,9F,SAN MARTIN,INST INMACULADA CONCEPCION - CASTRO BARROS 1316 B°SAN MARTIN,17,1124,1140,5749
1,CAPITAL,9F,SAN MARTIN,ESC J DE SAN MARTIN - CERRITO Y GALAN B°SAN MARTIN,7,1141,1147,2366
1,CAPITAL,9F,SAN MARTIN,COL NTRA SEÑORA DE LA MERCED - ZELAYA 140 B°SAN MARTIN,8,1148,1155,2704
1,CAPITAL,9G,VILLA CABRERA,INSTITUTO PEÑA - CIUDAD DE TAMPA 2954 VILLA CABRERA,10,1156,1165,3280
1,CAPITAL,9G,VILLA CABRERA,ESC PRESIDENTE KENNEDY - JULIAN PAZ 1851 VILLA CABRERA,8,1166,1173,2619
1,CAPITAL,10,BELLA VISTA,ESC ROQUE SAENZ PEÑA - AV VELEZ SARSFIELD 1000 B°GÜEMES,14,1174,1187,4774
1,CAPITAL,10,BELLA VISTA,INST EDUCACION CORDOBA - FERREYRA Y FRIULI B°COL DE V SARSF,18,1188,1205,6138
1,CAPITAL,10,BELLA VISTA,E.N.E.T. N°1 DR A SABATTINI - AV VELEZ SARSFIELD 1490 B°GÜEMES,10,1206,1215,3408
1,CAPITAL,10,BELLA VISTA,ESC MANUEL BELGRANO - SUECIA 2832 B° PQUE VELEZ SARSFIELD,9,1216,1224,3060
1,CAPITAL,10A,CABILDO,ESC MUN YAMAHIBIA ARABE LIBIA - COLORADO/GAIMAN/MASCACHIN B°CABILDO,9,1225,1233,3071
1,CAPITAL,10A,CABILDO,IPEM 311 - USUAHIA 2.150,5,1234,1238,1705
1,CAPITAL,10B,CIUDADELA,ESC PCIA DE CATAMARCA - AV VELEZ SARSFIELD 3200 LAS FLORES,17,1239,1255,5780
1,CAPITAL,10B,CIUDADELA,ESC REPUBLICA DE SIRIA - TRAFUL 908 B°PQUE ATLANTICA,6,1256,1261,2040
1,CAPITAL,10B,CIUDADELA,ESC GDOR J B BUSTOS - CACHEUTA Y BRANDAN-ALTO V.SARSFIELD,11,1262,1272,3729
1,CAPITAL,10B,CIUDADELA,J DE INF REPUBLICA DE SIRIA - VIRGILIO MOYANO 830,2,1273,1274,678
1,CAPITAL,10C,COMERCIAL,ESC ALEJANDRO CARBO - ICHO CRUZ S/N° B° COMERCIAL,15,1275,1289,5161
1,CAPITAL,10C,COMERCIAL,ESC MUNIC AZOR GRIMAUT - SOBREMONTE Y RIO III B°COMERCIAL,5,1290,1294,1720
1,CAPITAL,10D,CONGRESO,ESC MUNIC REPUBLICA DE ITALIA - REALICO Y CURAZAO B° CONGRESO,6,1295,1300,1974
1,CAPITAL,10D,CONGRESO,IPEM 183"PEDRO B.PALACIOS" - REALICO B° CONGRESO 2.407,4,1301,1304,1316
1,CAPITAL,10E,ESTACION FLORES,ESC CADETES FUERZA AEREA - LEOPOLDO CASAVEGA 2.320,11,1305,1315,3707
1,CAPITAL,10E,ESTACION FLORES,ESC PADRE BURON - AVIADOR MIRA - VILLA ADELA 2.658,8,1316,1323,2696
1,CAPITAL,10E,ESTACION FLORES,J DE INF CADETES FUERZA AEREA - LEOPOLDO CASAVEGA 2.320,1,1324,1324,337
1,CAPITAL,10E,ESTACION FLORES,ESC ALAS ARGENTINA - BONN 4.627,11,1325,1335,3698
1,CAPITAL,10E,ESTACION FLORES,ESC MUNIC CESAR E ROMERO - PUBLICA S/N B°SACHI,5,1336,1340,1680
1,CAPITAL,10F,MATIENZO,ESC AERONAUTICA ARGENTINA - ESMERALDA/CAP GRELLA B° MATIENZO,10,1341,1350,3370
1,CAPITAL,10F,MATIENZO,COL NUESTRA SEÑORA DE FATIMA - VARELA ORTIZ 2600 B° MATIENZO,13,1351,1363,4380
1,CAPITAL,10F,MATIENZO,ESC REPUBLICA ARGENTINA - SAN CAYETANO Y BRAILE B°AMEGHINO(S),7,1364,1370,2352
1,CAPITAL,10F,MATIENZO,ESC MIGUEL A ZABALA ORTIZ - DIAZ DE LA FUENTE 3101 B°MATIENZO,7,1371,1377,2352
1,CAPITAL,10G,OBSERVATORIO,E.N.E.T. N° 4 COPERNICO - MARIANO MORENO 551 B° OBSERVATORIO,26,1378,1403,8840
1,CAPITAL,10G,OBSERVATORIO,EE UU DE NORTEAMERICA - LA PAMPA 550 B°P DE LOS ANDES,10,1404,1413,3400
1,CAPITAL,10G,OBSERVATORIO,COL   NUESTRA SEÑORA DE NIEVA - AYACUCHO 442 B° GUEMES,19,1414,1432,6445
1,CAPITAL,10G,OBSERVATORIO,ESC ADOLFO SALDIAS - BOLIVAR 896 B° GÜEMES,7,1433,1439,2373
1,CAPITAL,10H,PARQUE CAPITAL,ESC GDOR EMILIO OLMOS - AV FUERZA AEREA B°PARQUE CAPITAL,10,1440,1449,3409
1,CAPITAL,10H,PARQUE CAPITAL,ESC R ESCALADA DE SAN MARTIN - ESPORA 2283 B°ROSEDAL,13,1450,1462,4420
1,CAPITAL,10H,PARQUE CAPITAL,ESC MUNIC DR A DEL CASTILLO - UNO ESQ DOCE B°AMPL ROSEDAL,7,1463,1469,2380
1,CAPITAL,10H,PARQUE CAPITAL,IPEM 154 MARTIN M DE GUEMES - O NAVARRO 2.751,6,1470,1475,2040
1,CAPITAL,10I,PARQUE HORIZONTE,PRIMARIA ELPIDIO TORRES - CALLE PUBLICA S/N,12,1476,1487,4080
1,CAPITAL,10I,PARQUE HORIZONTE,INST. SAN JOSE ARTESANO - CORONDA ESQ HUILICHES,6,1488,1493,2040
1,CAPITAL,10I,PARQUE HORIZONTE,IPEM 357 (SEC ELPIDIO TORRES) - CALLE PUBLICA S/N,11,1494,1504,3738
1,CAPITAL,10J,SANTA ISABEL,ESC BANDERA ARGENTINA - CASADO 634 STA ISABEL 1RA SECCION,11,1505,1515,3795
1,CAPITAL,10J,SANTA ISABEL,ESCUELA DON ORIONE - J.B.COTTOLENGO 1.955,11,1516,1526,3795
1,CAPITAL,10J,SANTA ISABEL,ESC MUNIC FERNANDEZ ORDOÑEZ - OLAVARRIA S/N° STA ISABEL 2DA SECC,6,1527,1532,2067
1,CAPITAL,10J,SANTA ISABEL,ESC.OSVALDO JORGE LEON - COLORADO ESQ LUAYABA,8,1533,1540,2752
1,CAPITAL,10K,VICOR,ESC BENITO SORIA - BARBADOS Y HAITI B° VICOR,15,1541,1555,4888
1,CAPITAL,10L,VILLA EL LIBERTADOR,IPEM 313 (ANEX0) - DEFENSA Y CACHEUTA.V.EL LIBERTADOR,6,1556,1561,2046
1,CAPITAL,10L,VILLA EL LIBERTADOR,ESC PROV DE SGO DEL ESTERO - CALLE 49 S/N° VILLA EL LIBERTADOR,8,1562,1569,2728
1,CAPITAL,10L,VILLA EL LIBERTADOR,ESC MARTA JUANA GONZALEZ - DEFENSA Y CACHEUTA B°V.EL LIBERTADOR 1.091,10,1570,1579,3410
1,CAPITAL,10L,VILLA EL LIBERTADOR,ESC MUNIC ALICIA MOREAU DE JUS - PILCOMAYO S/N°V EL LIBERTADOR,8,1580,1587,2728
1,CAPITAL,10L,VILLA EL LIBERTADOR,ESC PTE DR ARTURO U ILLIA - TOTORAL Y ARICA B°SANTA ROSA,11,1588,1598,3751
1,CAPITAL,10L,VILLA EL LIBERTADOR,COL SAN JOSE OBRERO - ARANI Y PJE. 17 V EL LIBERTADOR,6,1599,1604,2046
1,CAPITAL,10L,VILLA EL LIBERTADOR,J DE INF DR ARTURO U ILLIA - ARICA Y TOTORAL B°SANTA ROSA,4,1605,1608,1364
1,CAPITAL,10L,VILLA EL LIBERTADOR,ESC VICENTE FORESTIERI - ANIZACATE/CALLE 49 V. EL LIBERTADOR,9,1609,1617,3069
1,CAPITAL,10L,VILLA EL LIBERTADOR,IPEM 123BLANCA ECHEMENDI - IBARRA ESQUINA COSQUIN.VA.EL LIBERT.,10,1618,1627,3404
1,CAPITAL,10L,VILLA EL LIBERTADOR,ESC PATRICIAS MENDOCINAS - IBARRA ESQ FORESITERI,4,1628,1631,1360
1,CAPITAL,10M,AMPLIACION CABILDO,ESC PRIMARIA GRACIELA DEL RIO - B° AMPLIACION CABILDO,5,1632,1636,1555
1,CAPITAL,11,AERONAUTICO,ESC ISABEL LA CATOLICA - SUBOF OTANO S/N° B° AERONAUTICO,14,1637,1650,4503
1,CAPITAL,11A,ALTO ALBERDI,ESC PQUIAL SAN JOSE - VELEZ 252 B° ALTO ALBERDI,12,1651,1662,4092
1,CAPITAL,11A,ALTO ALBERDI,ESC SUP DE COMERCIO H VIEYTES - CASEROS Y VIEYTES B° ALTO ALBERDI,10,1663,1672,3410
1,CAPITAL,11A,ALTO ALBERDI,ESC BLAS PARERA - MONS DE ANDREA 1044 B° A ALBERDI,7,1673,1679,2387
1,CAPITAL,11A,ALTO ALBERDI,ESC SAN JOSE - CASEROS 3055 B° ALTO ALBERDI,11,1680,1690,3740
1,CAPITAL,11A,ALTO ALBERDI,ESC SAN LUIS GONZAGA - SANTA ROSA 2037 B° ALTO ALBERDI,9,1691,1699,3060
1,CAPITAL,11A,ALTO ALBERDI,ESC JOSE MARIA PAZ - AV COLON 2772 B° ALTO ALBERDI,15,1700,1714,5100
1,CAPITAL,11A,ALTO ALBERDI,ESC MOYANO COUDERT - DUARTE QUIROS 3950 ALTO ALBERDI,4,1715,1718,1360
1,CAPITAL,11B,DON BOSCO,INSTITUTO TECNICO DON BOSCO - J VESPIGNANI 215 B° DON BOSCO,9,1719,1727,3023
1,CAPITAL,11B,DON BOSCO,ESC ANTARTIDA ARGENTINA - B° GENERAL DEHEZA,11,1728,1738,3685
1,CAPITAL,11C,LAS PALMAS,ESC GRAL SAN MARTIN - AV COLON 4751 B°LAS PALMAS,17,1739,1755,5865
1,CAPITAL,11C,LAS PALMAS,ESC MANUEL E PIZARRO - DUARTE QUIROS 4725 B° LAS PALMAS,14,1756,1769,4817
1,CAPITAL,11C,LAS PALMAS,ESC MUNIC JUSTO PAEZ MOLINA - QUEBRACHO HERRADO Y YAVI LAS PALMAS,7,1770,1776,2408
1,CAPITAL,11C,LAS PALMAS,IPEM MARCELA B. MOYANO COUDERT - DUARTE QUIROS 3.915,5,1777,1781,1720
1,CAPITAL,11D,LOS NARANJOS,INST JESUS MARIA - VIEYTES SUD 1607 B° LOS NARANJOS,18,1782,1799,6196
1,CAPITAL,11D,LOS NARANJOS,ESC REPUBLICA DEL PERU - GOYENA Y GOMEZ CARRILLO,12,1800,1811,4128
1,CAPITAL,11D,LOS NARANJOS,ESC SANTISIMA TRINIDAD - BLAMEY LAFORE 1248 - B°SAN RAFAEL B,7,1812,1818,2408
1,CAPITAL,11E,LOS PLATANOS,ESC B DE MONTEAGUDO - SAN LUIS 3450 - B° LOS PLATANOS,12,1819,1830,4106
1,CAPITAL,11E,LOS PLATANOS,ESC JOSE MARMOL - AV LOS PLATANOS 1346,12,1831,1842,4104
1,CAPITAL,11E,LOS PLATANOS,ESC A CAPDEVILA - ALBERTO WILLIAMS ESQ.LOS PLATANOS,7,1843,1849,2394
1,CAPITAL,11E,LOS PLATANOS,ESC PADRE T GAMBINO - OCHO ESQ NUEVE B°LOS GRANADOS,10,1850,1859,3420
1,CAPITAL,11E,LOS PLATANOS,ESC.MUNIC.DR.CARLOS BECERRA - GAONA 1285,5,1860,1864,1710
1,CAPITAL,11F,LOS ROBLES,IPEM 205 HUGO PALLADINO - 27 DE ABRIL 5.330,12,1865,1876,4010
1,CAPITAL,11F,LOS ROBLES,ESC BATERIA LIBERTAD - POTRERILLO Y VENTA Y MEDIA,10,1877,1886,3340
1,CAPITAL,11G,PARQUE REPUBLICA,ESC PRIMER TTE AVILA - QUINCHAN 1.070,8,1887,1894,2736
1,CAPITAL,11G,PARQUE REPUBLICA,ESC PEREZ BULNES - J DE BARRIENTOS ESQ FORMOSA,12,1895,1906,4104
1,CAPITAL,11G,PARQUE REPUBLICA,ESC ATILIO ARGÜELLO - PUBLICA S/N B°PARQUE REPUBLICA,10,1907,1916,3417
